Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,CTSH,0,0,0,0,41060000000.0,37290000000.0,19.83,14.54,1.83,2.55,3.61,2.31,11.23,13.03,17.59,11.39,19.02,16120000000.000002,27.71,7.9,6290000000.0,3320000000.0,2100000000.0,3.6,,4510000000.0,7.84,745000000.0,6.52,3.12,19.8,2590000000.0,2140000000.0000002,1.1,70.57,70.98,3770000.0,575100000.0,573170000.0,0.27,92.88,5460000.0,1.5,0.94,6500000.0
0,0,LO,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,KSS,0,0,0,0,11780000000.0,13850000000.0,11.88,11.83,1.13,0.6,2.16,0.71,5.59,5.12,7.75,6.73,19.02,19470000000.0,118.2,1.3,6920000000.0,2480000000.0,997000000.0,6.01,37.6,1050000000.0,6.34,3920000000.0,71.9,1.58,33.05,2240000000.0,1440000000.0,0.59,67.27,71.2,3520000.0,165130000.0,163530000.0,1.32,109.77,26140000.0,8.99,20.01,23310000.0
0,0,BLL,0,0,0,0,18710000000.0,24580000000.0,43.38,18.47,1.42,1.61,5.43,2.11,13.45,3.9,9.68,4.17,11.91,11640000000.0,33.74,2.0,2310000000.0,1830000000.0,454000000.0,1.29,-5.0,721000000.0,2.16,6730000000.0,188.91,0.96,10.31,1570000000.0,789630000.0,0.53,52.78,47.37,3060000.0,334340000.0,330530000.0,0.91,89.37,15470000.0,5.09,5.72,18370000.0
0,0,GM,0,0,0,0,55360000000.0,142320000000.0,7.1,6.21,0.39,0.38,1.42,0.97,11.95,5.45,4.58,1.91,20.45,147050000000.0,104.22,1.8,14280000000.0,11910000000.0,7990000000.0,5.53,,21910000000.0,15.55,104950000000.0,245.34,0.92,27.76,15260000000.0,-5480000000.0,1.01,38.94,35.81,10620000.0,1410000000.0,1230000000.0,7.27,78.97,20390000.0,1.94,1.45,24030000.0
0,0,GRMN,0,0,0,0,15910000000.0,14520000000.0,22.94,21.26,3.85,4.75,3.82,4.34,16.61,20.74,23.25,9.42,17.32,3350000000.0,17.75,3.9,,874540000.0,694080000.0,3.66,33.4,1380000000.0,7.31,,,2.89,21.97,919520000.0,620210000.0,1.09,72.91,67.47,1120000.0,189460000.0,112690000.0,32.21,47.05,7150000.0,7.98,6.03,6690000.0
0,0,SFLY,0,0,0,0,1520000000.0,2180000000.0,31.05,25.58,1.74,0.77,2.25,1.11,8.01,2.57,7.68,4.91,8.23,1960000000.0,58.99,60.0,1010000000.0,271880000.0,50400000.0,1.45,59.0,555580000.0,16.31,1210000000.0,179.38,1.8,20.03,201930000.0,254890000.0,1.65,45.51,54.78,33670000.0,33670000.0,33840000.0,0.6,114.77,3820000.0,3.3,16.06,4150000.0000000005
0,0,VFC,0,0,0,0,33830000000.0,36110000000.0,19.82,20.12,1.71,2.5,7.86,2.67,18.38,12.86,12.48,,,13510000000.0,34.16,8.0,6170000000.0,1960000000.0,1670000000.0,4.32,,535309999.99999994,1.35,2820000000.0,65.54,1.8,10.88,-1220000000.0,,1.35,83.88,83.7,2370000.0,395600000.0,392990000.0,0.64,86.55,5480000.0,2.09,1.69,6580000.0
0,0,MA,0,0,0,0,232080000000.0,230130000000.0,40.4,25.3,1.44,15.52,43.2,15.39,25.87,39.19,56.44,22.83,105.98,14950000000.0,14.36,14.9,14950000000.0,8900000000.0,5860000000.0,5.6,296.0,8380000000.000001,8.17,6330000000.0,115.39,1.39,5.24,6220000000.0,7060000000.0,1.01,212.63,205.26,4090000.0,1010000000.0,1010000000.0,11.16,78.01,7110000.0,1.82,0.77,7180000.0
0,0,CSC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,MRO,0,0,0,0,14140000000.0,18180000000.0,13.39,23.99,2.26,2.42,1.17,3.11,4.74,18.75,18.98,3.2,9.2,5840000000.0,6.91,-9.2,4630000000.0,3830000000.0,1100000000.0,1.29,,1460000000.0,1.79,5500000000.0,45.34,1.59,14.81,3230000000.0,950120000.0,2.07,16.14,18.02,13190000.0,818500000.0,815660000.0,0.27,83.57,13440000.0,1.04,1.76,14760000.0
0,0,DPS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,RTN,0,0,0,0,51540000000.0,53710000000.0,18.0,13.86,0.62,1.9,4.49,1.99,14.13,10.75,12.23,6.59,25.79,27060000000.0,94.44,8.5,7490000000.0,3800000000.0,2910000000.0,10.15,111.7,3610000000.0,12.78,5060000000.0,42.54,1.46,40.67,3430000000.0,2200000000.0,1.14,175.11,181.6,2120000.0,282240000.0,281650000.0,0.17,76.85,4139999.9999999995,1.85,1.44,5120000.0
0,0,CI,0,0,0,0,64610000000.0,101900000000.0,16.14,9.19,0.71,1.33,1.58,2.1,19.57,5.43,9.99,2.82,9.65,48570000000.0,196.91,33.8,16250000000.0,5210000000.0,2640000000.0,10.54,-45.9,5870000000.0,15.44,42480000000.0,103.42,0.64,107.71,3770000000.0,11160000000.0,0.97,190.71,199.59,3120000.0,379820000.0,379230000.0,1.64,89.85,4350000.0,1.83,,5240000.0
0,0,S,0,0,0,0,26060000000.0,59300000000.0,86.35,91.29,25.56,0.78,0.92,1.78,4.52,0.9,11.46,2.84,1.09,33240000000.000004,8.23,4.4,19050000000.0,13130000000.0,300000000.0,0.07,,6820000000.0,1.67,39880000000.0,140.79,1.16,6.93,10230000000.0,-2100000000.0,0.78,6.18,6.18,13350000.0,4080000000.0,621740000.0,0.22,14.43,102220000.0,7.56,18.4,106570000.0
0,0,SCG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,AMAT,0,0,0,0,36960000000.0,38560000000.0,9.91,10.35,1.23,2.2,4.5,2.3,7.84,23.33,26.72,14.54,46.89,16800000000.0,17.0,-10.7,7820000000.0,4910000000.0,3920000000.0,3.93,367.3,3710000000.0,3.91,5310000000.0,64.68,2.72,8.65,3160000000.0,1170000000.0,1.52,38.29,36.73,12130000.0,949390000.0,939680000.0,0.31,81.96,13140000.0,1.06,1.38,16510000.000000002
0,0,XYL,0,0,0,0,13680000000.0,15720000000.0,25.15,20.0,1.44,2.63,4.95,3.02,16.49,10.54,13.29,6.14,20.71,5210000000.0,28.96,8.5,2029999999.9999998,953000000.0,549000000.0,3.03,216.9,296000000.0,1.65,2310000000.0,82.96,1.51,15.4,586000000.0,326250000.0,1.14,71.95,71.82,179550000.0,179550000.0,178790000.0,0.66,91.82,4420000.0,4.46,,4710000.0
0,0,PAYX,0,0,0,0,27650000000.0,26770000000.0,27.7,24.92,2.87,7.89,11.41,7.63,18.59,28.63,36.92,11.02,45.7,3510000000.0,9.77,7.0,2360000000.0,1440000000.0,1000000000.0,2.78,18.6,759000000.0,2.11,57300000.0,2.36,1.23,6.75,1250000000.0,885540000.0,1.15,72.92,70.26,2110000.0,359090000.0,320130000.0,10.82,70.24,10110000.0,4.73,3.15,8279999.999999999
0,0,COL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TROW,0,0,0,0,23350000000.0,22830000000.0,13.59,13.94,3.99,4.35,3.84,4.25,9.11,34.2,43.67,19.26,25.85,5370000000.0,22.18,0.6,3130000000.0,2510000000.0,1790000000.0,7.27,1.4,1430000000.0,6.03,,,2.54,25.73,1620000000.0,1820000000.0,0.99,95.65,99.83,1640000.0,236260000.0,229820000.0,2.91,74.53,5900000.0,3.46,2.48,5840000.0
0,0,DO,0,0,0,0,1400000000.0,2910000000.0,,-6.8,0.28,1.32,0.39,2.74,10.79,-17.01,-5.87,-0.63,-4.9,1060000000.0,7.72,-33.1,337140000.0,269610000.0,-180270000.0,-1.31,,453920000.0,3.3,1970000000.0,55.07,3.32,26.08,232060000.0,215220000.0,1.95,10.57,13.87,2730000.0,137440000.0,64140000.0,0.15,107.86,23400000.0,8.69,36.45,18390000.0
0,0,MMM,0,0,0,0,117370000000.0,130660000000.0,22.93,17.63,2.68,3.58,12.0,3.99,15.63,16.33,20.97,11.53,49.96,32759999999.999996,55.67,-0.6,16110000000.0,8359999999.999999,5350000000.0,8.89,157.6,3230000000.0,5.61,14730000000.0,149.55,1.89,16.99,6440000000.0,4150000000.0000005,1.18,201.16,201.28,2330000.0,575800000.0,575400000.0,7.74,10.48,8860000.0,3.79,1.93,8500000.0
0,0,FTI,0,0,0,0,9970000000.0,8740000000.0,,14.59,0.69,0.79,0.96,0.7,-23.81,-15.31,-7.31,-2.15,-16.0,12550000000.0,27.41,-9.8,,-367200000.0,-1920000000.0,-4.2,,5540000000.0,12.26,4190000000.0000005,40.04,1.28,23.01,-185400000.0,-1370000000.0,1.03,23.0,25.46,4560000.0,449680000.0,449740000.0,26.55,0.0,10210000.0,2.8,2.22,11790000.0
0,0,HBAN,0,0,0,0,14940000000.0,24040000000.0,11.89,9.91,1.33,3.5,1.51,5.64,,32.66,41.57,1.31,12.71,4260000000.0,3.94,5.4,4260000000.0,,1320000000.0,1.2,-22.7,3040000000.0,2.9,10830000000.0,,,9.46,1730000000.0,,1.48,13.74,14.22,12730000.0,1050000000.0,1040000000.0,0.88,80.71,22160000.0,1.82,,21910000.0
0,0,HSY,0,0,0,0,23300000000.0,26950000000.0,20.03,18.84,2.51,2.99,16.76,3.46,13.19,15.11,22.55,16.57,100.14,7790000000.0,37.1,2.5,3580000000.0,2040000000.0,1180000000.0,5.58,85.9,588000000.0,2.82,4460000000.0,316.76,0.93,6.67,1600000000.0,981680000.0,0.05,108.0,105.86,1210000.0,208520000.0,143230000.0,0.43,76.11,4680000.0,3.65,3.14,3410000.0
0,0,UNP,0,0,0,0,120560000000.0,141620000000.0,21.08,16.21,1.11,5.28,5.92,6.2,13.18,26.13,37.47,9.14,26.35,22830000000.0,30.41,5.6,11760000000.0,10750000000.0,5970000000.0,7.91,-78.6,1330000000.0,1.84,22390000000.0,109.64,0.9,28.17,8690000000.0,3490000000.0,1.14,163.0,153.48,4350000.0,722880000.0,721710000.0,0.29,81.46,7910000.0,1.74,1.02,12470000.0
0,0,AKAM,0,0,0,0,11500000000.0,11140000000.0,40.09,15.27,0.97,4.24,3.6,4.1,15.47,10.99,15.94,5.35,9.1,2710000000.0,16.22,8.3,1760000000.0,720350000.0,298370000.0,1.76,241.6,1890000000.0,11.59,1560000000.0,48.89,2.09,19.59,1010000000.0,581700000.0,0.19,67.29,68.09,1500000.0,163000000.0,158930000.0,3.12,90.48,6610000.0,4.47,4.01,8119999.999999999
0,0,MUR,0,0,0,0,5270000000.0,8439999999.999999,12.9,17.3,0.78,2.04,1.09,3.26,4.91,15.89,25.55,3.95,8.62,2590000000.0,14.95,14.5,2029999999.9999998,1720000000.0,414620000.0,2.36,,387370000.0,2.24,3240000000.0,62.29,1.04,27.91,1220000000.0,-581360000.0,2.25,28.11,29.85,2080000.0,173060000.0,163200000.0,6.19,93.24,15530000.0,7.55,9.49,15120000.0
0,0,PRU,0,0,0,0,39620000000.0,49360000000.0,10.2,7.05,0.94,0.63,0.82,0.78,7.36,6.44,10.34,0.5,7.9,63300000000.0,151.59,14.2,17090000000.0,6710000000.0,4030000000.0000005,9.5,-77.6,25280000000.0,61.81,34660000000.0,70.7,0.64,118.37,21660000000.0,-472500000.0,1.42,92.9,93.62,2430000.0,409000000.0,407950000.0,0.23,67.14,3990000.0,1.67,0.95,4170000.0
0,0,HCP,0,0,0,0,14890000000.0,20930000000.0,13.71,49.56,19.51,8.06,2.47,11.34,20.29,57.46,26.35,2.27,17.73,1850000000.0,3.92,-0.3,1130000000.0,1030000000.0,1060000000.0,2.24,,110790000.0,0.23,5570000000.0,85.51,2.21,12.45,848710000.0,1250000000.0,0.61,30.63,28.22,3560000.0,477770000.0,476730000.0,0.22,96.78,24920000.0,8.28,7.38,25520000.0
0,0,TRIP,0,0,0,0,7230000000.0,6640000000.0,64.59,23.57,2.35,4.48,4.9,4.11,28.02,7.0,11.64,5.29,7.97,1620000000.0,11.69,7.8,1530000000.0,237000000.0,113000000.0,0.81,,670000000.0,4.85,83000000.0,5.64,2.33,10.67,405000000.0,351000000.0,0.21,56.56,54.98,2280000.0,125340000.0,106490000.0,15.12,101.49,16350000.000000002,6.65,15.6,17520000.0
0,0,RHT,0,0,0,0,32119999999.999996,30910000000.0,121.97,45.55,3.12,9.87,22.57,9.5,49.78,8.58,15.82,6.53,19.55,3260000000.0,18.41,13.2,2490000000.0,620950000.0,279290000.0,1.49,-7.0,1930000000.0,10.9,516120000.0,36.25,1.26,8.05,977740000.0,657230000.0,-0.1,178.99,161.21,1910000.0,176760000.0,171660000.0,0.67,92.15,9980000.0,6.21,7.35,8690000.0
0,0,MON,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,QCOM,0,0,0,0,65280000000.0,71160000000.0,34.49,12.43,0.97,3.03,18.05,3.3,11.14,10.15,22.46,6.13,15.88,21540000000.0,15.42,-19.8,12940000000.0,6390000000.0,2190000000.0,1.56,,10310000000.0,8.52,16390000000.0,453.03,1.54,2.99,2490000000.0,4840000000.0,0.84,52.24,60.56,15430000.0,1210000000.0,1210000000.0,0.09,84.98,37100000.0,2.04,3.07,54560000.0
0,0,AN,0,0,0,0,3140000000.0,9670000000.0,8.04,8.3,1.05,0.15,1.16,0.45,10.79,1.85,3.41,4.35,15.57,21410000000.0,235.56,-4.8,,895700000.0,395900000.0,4.34,-38.7,48600000.0,0.54,6600000000.0,242.94,0.86,30.17,511000000.0,-109190000.0,0.81,37.35,39.14,1150000.0,90060000.0,59830000.0,13.57,86.64,4190000.0000000005,6.01,7.49,3590000.0
0,0,F,0,0,0,0,34890000000.0,166360000000.0,9.53,6.54,1.95,0.22,0.97,1.04,13.07,2.29,2.76,1.07,10.3,160340000000.0,40.35,1.1,14680000000.0,12730000000.0,3680000000.0,0.92,,23040000000.0,5.79,154210000000.0,427.59,1.2,9.03,15020000000.0,3420000000.0,0.81,8.65,8.96,44200000.0,3910000000.0,3900000000.0,23.8,7.61,98770000.0,2.29,2.52,91650000.0
0,0,DD,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,MOS,0,0,0,0,11520000000.0,15770000000.0,24.5,11.28,0.41,1.2,1.11,1.64,8.29,4.9,10.62,3.29,4.64,9590000000.0,24.92,20.5,1500000000.0,1900000000.0,470000000.0,1.22,,847700000.0,2.2,4530000000.0,42.71,1.71,26.97,1450000000.0,261720000.00000003,1.49,31.84,32.11,3950000.0,385470000.0,350570000.0,9.06,82.25,6310000.0,1.83,1.64,7390000.0
0,0,FL,0,0,0,0,7090000000.0,6410000000.0,13.47,11.21,1.17,0.89,2.84,0.81,7.02,6.81,9.27,11.82,21.53,7940000000.0,68.38,2.8,,913330000.0,541000000.0,4.66,,891000000.0,7.86,124000000.0,4.95,3.3,22.12,,,1.14,57.98,52.22,2630000.0,112890000.0,112430000.0,22.89,8.71,10270000.0,4.91,9.79,11870000.0
0,0,BWA,0,0,0,0,8410000000.0,9950000000.0,9.12,8.67,1.44,0.8,2.0,0.94,5.76,8.84,12.32,8.15,24.1,10530000000.0,50.58,-0.5,2230000000.0,1730000000.0,930700000.0,4.44,,739400000.0,3.56,2109999999.9999998,48.64,1.59,20.29,1130000000.0,524620000.0,1.67,40.56,40.04,1770000.0,207700000.0,206090000.0,0.6,94.7,3400000.0,1.95,1.81,4320000.0
0,0,VTR,0,0,0,0,22430000000.0,33250000000.0,54.79,46.96,6.83,6.06,2.18,8.98,18.3,11.06,25.36,2.52,3.86,3700000000.0,10.39,3.8,1970000000.0,1820000000.0,409480000.0,1.14,-84.1,72280000.0,0.2,10730000000.0,102.62,0.56,28.65,1380000000.0,1080000000.0,0.56,63.09,59.79,2230000.0,356190000.0,355430000.0,0.37,92.67,5400000.0,2.57,2.04,5720000.0
0,0,WIN,0,0,0,0,14610000.0,10410000000.0,,-0.04,0.0,0.0,,1.79,5.4,-34.54,6.79,2.09,,5820000000.0,148.89,-5.1,2790000000.0,1930000000.0,-2009999999.9999998,-51.433,,43600000.0,1.01,10440000000.0,,0.7,-31.72,1060000000.0,558800000.0,2.18,2.3732,3.567,2460000.0,42940000.0,41440000.0,1.65,64.86,9840000.0,16.93,27.39,9440000.0
0,0,TM,0,0,0,0,169790000000.0,171310000000.0,7.23,,,,0.96,,,6.33,0.0,3.14,10.15,,,2.6,,,,16.36,-80.8,,,,102.26,1.0,123.5,,,0.77,122.0,120.57,2870000000.0,2870000000.0,1080000000.0,0.0,0.75,1.51,1.51,,3.52
0,0,TMO,0,0,0,0,102440000000.0,118550000000.0,35.15,18.88,1.94,4.21,3.71,4.87,19.25,12.06,15.97,4.31,11.09,24360000000.0,60.59,7.6,10870000000.0,6160000000.0,2940000000.0,7.24,70.1,2100000000.0,5.27,19120000000.0,69.31,1.73,68.6,4540000000.0,3230000000.0,1.3,246.34,238.12,1790000.0,402580000.0,398160000.0,0.19,91.02,3280000.0,1.96,0.82,3700000.0
0,0,JWN,0,0,0,0,7580000000.0,8890000000.0,13.65,11.33,1.36,0.48,8.18,0.56,5.64,3.56,5.73,7.1,60.97,15860000000.0,94.8,-4.6,5710000000.0,1580000000.0,564000000.0,3.32,64.2,957000000.0,6.07,2680000000.0,307.56,1.0,5.54,1300000000.0,643750000.0,0.54,45.88,54.63,3270000.0,167320000.0,109090000.0,31.58,63.35,21720000.0,6.32,18.51,20150000.0
0,0,TJX,0,0,0,0,63700000000.0,63190000000.0,21.26,18.06,2.09,1.63,12.74,1.62,12.55,7.85,10.82,18.58,60.01,38970000000.0,30.95,1.5,11140000000.0,5040000000.0,3060000000.0,2.43,-4.1,3030000000.0,2.43,2230000000.0,44.24,1.53,4.06,4090000000.0,2620000000.0,0.86,49.37,50.83,6940000.0,1230000000.0,1240000000.0,0.07,92.14,12050000.0,2.05,0.97,16340000.0
0,0,CELG,0,0,0,0,60560000000.0,74780000000.0,15.65,6.87,0.46,3.96,9.8,4.89,12.21,26.48,35.92,10.46,61.86,15280000000.0,21.33,15.9,14060000000.0,6120000000.0,4050000000.0,5.51,,6050000000.0,8.61,20270000000.0,329.01,2.23,8.8,5170000000.0,4820000000.0,1.84,88.15,81.49,11100000.0,702160000.0,700260000.0,0.16,77.87,17110000.0,1.84,2.44,16140000.0
0,0,CTL,0,0,0,0,12940000000.0,48540000000.0,,9.14,0.97,0.55,0.64,2.07,5.77,-7.39,14.06,2.83,-8.0,23440000000.0,21.99,8.5,,8420000000.0,-1730000000.0,-1.63,,488000000.0,0.46,36060000000.0,181.87,0.7,18.58,7030000000.0,3540000000.0,0.75,14.41,18.46,17010000.0,1080000000.0,953840000.0,0.74,75.95,104030000.0,5.32,10.9,97260000.0
0,0,MOLX,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,FCX,0,0,0,0,18610000000.0,37490000000.0,7.21,13.81,14.32,1.0,1.9,2.01,5.7,13.97,24.74,7.24,19.93,18630000000.0,12.86,-26.9,7000000000.0,6570000000.0,2610000000.0,1.78,-53.4,4330000000.0,2.98,11140000000.0,62.27,3.22,6.76,3860000000.0,2060000000.0,1.86,12.09,12.26,23570000.0,1450000000.0,1390000000.0,0.54,72.07,43120000.0,1.52,3.33,35770000.0
0,0,WHR,0,0,0,0,9020000000.0,14530000000.0,,8.41,1.09,0.43,3.94,0.69,7.62,-0.87,5.99,4.11,-3.82,21040000000.0,312.93,-0.7,3540000000.0,1910000000.0,-183000000.0,-2.72,,1500000000.0,23.57,6030000000.0,188.05,0.82,36.06,1230000000.0,1130000000.0,1.87,134.2,121.47,63570000.0,63570000.0,62990000.0,1.11,96.0,3840000.0,3.32,6.2,3380000.0
0,0,BBRY,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,HON,0,0,0,0,112390000000.0,118130000000.0,17.17,17.68,3.93,2.69,6.19,2.83,13.18,16.18,18.77,8.36,38.98,41800000000.0,56.26,-10.3,12760000000.0,8960000000.0,6770000000.0,8.98,,10910000000.0,14.96,16210000000.0,88.29,1.29,24.92,6430000000.0,5780000000.0,1.25,147.34,147.25,3100000.0,729090000.0,697360000.0,0.35,77.09,5060000.0,1.59,0.68,6780000.0
0,0,CTXS,0,0,0,0,13750000000.0,14520000000.0,26.49,15.79,1.93,4.62,24.88,4.88,17.35,19.36,23.36,7.93,74.57,2970000000.0,21.86,3.1,2590000000.0,836580000.0,575670000.0,3.94,,1200000000.0,9.13,1900000000.0,344.01,0.72,4.2,1040000000.0,792140000.0,0.88,105.25,106.81,1930000.0,131729999.99999999,131060000.0,0.88,104.31,11500000.0,5.48,11.01,13010000.0
0,0,C,0,0,0,0,147980000000.0,5330000000.0,9.41,7.35,0.51,2.26,0.84,0.08,,27.55,35.79,0.96,9.07,65500000000.0,26.27,-3.4,65500000000.0,,16680000000.0,6.69,,675400000000.0,287.22,494050000000.0,,,75.05,36950000000.0,,1.71,63.28,64.66,20520000.0,2350000000.0,2350000000.0,0.12,79.52,17360000.0,0.98,0.68,19620000.0
0,0,BXP,0,0,0,0,22960000000.0,33439999999.999996,36.02,36.12,6.04,8.48,3.62,12.35,21.28,21.53,34.18,2.92,8.73,2710000000.0,17.53,6.0,1690000000.0,1570000000.0,572350000.0,3.7,41.9,543360000.0,3.52,11010000000.0,134.01,3.47,36.79,1150000000.0,809140000.0,1.16,129.25,124.27,154460000.0,154460000.0,154240000.0,0.15,99.79,2360000.0,3.3,,2100000.0
0,0,NEM,0,0,0,0,18380000000.0,20200000000.0,53.91,27.82,-4.76,2.53,1.75,2.79,7.38,4.7,15.87,3.48,2.77,7250000000.0,13.61,5.8,3000000000.0,2740000000.0,280000000.0,0.64,,3440000000.0,6.47,4260000000.0,37.01,2.95,19.7,1830000000.0,873000000.0,-0.21,33.57,32.51,8330000.0,532669999.99999994,530260000.0,0.37,90.8,25050000.0,3.51,6.28,14420000.0
0,0,INTC,0,0,0,0,241400000000.0,256110000000.0,11.98,11.35,1.52,3.41,3.25,3.62,7.92,29.72,32.81,11.57,29.32,70850000000.0,15.36,9.4,43740000000.0,32330000000.0,21050000000.0,4.48,,11650000000.0,2.59,26360000000.0,35.35,1.73,16.51,29430000000.0,7770000000.0,0.56,49.93,47.66,26160000.0,4500000000.0,4500000000.0,0.05,68.8,53610000.0,1.9,1.15,61940000.0
0,0,RDC,0,0,0,0,1520000000.0,3010000000.0,,-5.01,0.74,1.84,0.3,3.64,49.11,-42.12,-39.73,-2.47,-6.67,824800000.0,6.5,-39.5,142100000.0,61200000.0,-347400000.0,-2.74,,1030000000.0,8.07,2510000000.0,49.87,2.87,39.61,-160100000.0,-179900000.0,3.0,12.11,13.95,2350000.0,127070000.0,105970000.0,1.74,104.78,12610000.0,6.68,11.15,15990000.0
0,0,PHM,0,0,0,0,7450000000.0,9990000000.0,7.57,8.07,18.13,0.73,1.55,0.98,6.72,10.03,14.12,9.05,22.78,10190000000.0,35.93,7.3,2460000000.0,1490000000.0,1010000000.0,3.55,207.0,1110000000.0,4.01,3430000000.0,71.24,5.47,17.39,1450000000.0,746890000.0,0.64,27.13,26.11,5490000.0,277140000.0,255340000.0,7.67,91.96,20820000.0,3.69,8.03,25780000.0
0,0,ROST,0,0,0,0,34900000000.0,33740000000.000004,22.12,18.91,1.77,2.34,10.96,2.26,13.92,10.68,13.99,21.78,52.81,14940000000.0,40.15,6.6,4620000000.0,2420000000.0,1600000000.0,4.26,23.2,1350000000.0,3.64,397320000.0,12.47,1.61,8.59,1970000000.0,1250000000.0,0.8,92.88,92.21,2520000.0,370590000.0,362500000.0,2.07,95.2,4620000.0,2.26,1.24,7430000.0
0,0,OXY,0,0,0,0,50620000000.0,57840000000.0,12.53,19.46,0.69,2.84,2.37,3.24,6.36,23.18,26.37,6.84,19.72,17820000000.0,23.4,36.4,12370000000.0,9090000000.0,4110000000.0000005,5.39,42.1,3030000000.0,4.05,10320000000.0,48.37,1.34,28.46,7670000000.0,1480000000.0,1.06,66.32,70.88,5020000.0,749550000.0,748780000.0,0.35,86.87,10540000.0,2.34,1.38,15530000.0
0,0,STT,0,0,0,0,27090000000.0,-24590000000.0,11.18,9.39,1.76,2.26,1.29,-2.06,,21.72,29.92,1.08,11.03,11970000000.0,32.17,4.6,11970000000.0,,2410000000.0,6.4,18.6,87370000000.0,230.72,32009999999.999996,,,55.53,10460000000.0,,1.6,70.9,74.39,3270000.0,378660000.0,358740000.0,0.54,89.46,4820000.0,1.36,1.31,4210000.0
0,0,PM,0,0,0,0,135220000000.0,162570000000.0,17.13,14.87,2.42,4.56,,5.49,13.19,26.7,38.26,17.12,,29620000000.0,19.05,-9.6,18870000000.0,12330000000.0,7900000000.0,5.08,175.2,6590000000.0,4.24,31760000000.0,,1.13,-8.01,9480000000.0,5990000000.0,1.02,78.75,80.77,7240000.0,1550000000.0,1550000000.0,0.18,75.39,11470000.0,1.61,0.74,13030000.0
0,0,PLL,0,0,0,0,49060000.0,35560000.0,,,,,6.82,,-3.72,0.0,0.0,-101.22,-213.32,,,,,-9560000.0,-9960000.0,-1.9,,7280000.0,1.3,,,3.67,1.1,-7580000.0,-3860000.0,0.82,7.44,9.08,559230000.0,559230000.0,4890000.0,0.0,0.01,0.72,0.72,,
0,0,JDSU,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,IP,0,0,0,0,18420000000.0,28470000000.0,9.48,8.72,0.59,0.79,2.5,1.22,7.5,8.63,10.59,4.57,24.02,23310000000.0,56.97,4.2,7750000000.0,3800000000.0,1670000000.0,4.85,-78.4,589000000.0,1.47,10650000000.0,144.3,1.49,18.38,3230000000.0,1090000000.0,1.51,46.41,46.49,3120000.0,400240000.0,393930000.0,2.03,83.62,10310000.0,3.88,2.66,11650000.0
0,0,CL,0,0,0,0,56630000000.0,63020000000.0,23.9,21.69,6.52,3.64,,4.05,14.76,15.44,24.18,18.91,1162.73,15540000000.0,17.85,-2.1,9260000000.0,4269999999.9999995,2400000000.0,2.75,87.6,736000000.0,0.85,6380000000.0,3236.04,1.13,-0.12,3060000000.0,2380000000.0,0.87,64.65,64.02,4560000.0,861680000.0,803080000.0,0.38,78.28,11060000.0,2.43,1.27,9720000.0
0,0,SKS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DVA,0,0,0,0,8840000000.0,20330000000.0,57.72,10.06,0.62,0.77,2.39,1.78,9.77,1.4,13.06,4.89,14.46,11410000000.0,66.82,1.2,,2080000000.0,616430000.0,0.92,,325970000.0,1.96,10100000000.0,200.72,1.72,22.26,1530000000.0,513110000.0,1.72,57.12,63.08,1640000.0,166390000.0,124380000.0,2.13,90.33,4090000.0,2.45,3.01,4110000.0000000005
